user_id,transaction_amount,transaction_hour,transaction_frequency,unusual_location,account_age_days,login_frequency,support_contacts,notifications_opted_out,payment_method,fraud_risk,churn_risk
USR_1281,152.9100608434025,9,7,0,2685,5,5,0,mobile_payment,0,1
USR_1282,397.8509831467771,12,6,0,2340,17,0,0,mobile_payment,0,0
USR_1283,405.97406984102827,20,5,0,2936,26,1,0,credit_card,0,0
USR_1284,237.255853320123,22,1,0,1432,24,1,0,credit_card,0,0
USR_1285,98.59721116844129,8,3,0,2587,23,1,0,mobile_payment,0,0
USR_1286,326.91973093014695,21,8,0,1588,29,1,0,credit_card,0,0
USR_1287,496.4656389491573,7,6,0,1644,5,4,0,mobile_payment,0,1
USR_1288,315.06953999183645,12,2,0,3349,20,1,0,bank_transfer,0,0
USR_1289,27.529598449863848,21,5,0,3555,4,4,1,bank_transfer,0,1
USR_1290,18.474048125870464,14,7,0,891,41,0,0,bank_transfer,0,0
USR_1291,166.97736554123003,17,7,0,1224,13,0,0,credit_card,0,0
USR_1292,105.93406536159839,6,7,0,1106,38,1,0,mobile_payment,0,0
USR_1293,408.395091500221,19,7,0,354,4,8,1,credit_card,0,1
USR_1294,423.95477684764023,16,9,0,458,21,1,0,bank_transfer,0,0
USR_1295,136.7231979421333,10,5,0,387,5,3,1,bank_transfer,0,1
USR_1296,169.56594070544742,20,9,0,1806,3,5,0,mobile_payment,0,1
USR_1297,125.76101418040619,12,2,0,954,42,0,0,mobile_payment,0,0
USR_1298,455.10744821191935,19,8,0,1587,25,0,0,mobile_payment,0,0
USR_1299,256.2981739649183,13,2,1,2532,20,0,0,credit_card,0,0
USR_1300,331.50715160018973,9,3,0,2955,17,0,1,credit_card,0,0
USR_1301,213.58622248280562,8,9,0,1171,42,0,0,mobile_payment,0,0
USR_1302,319.1969548172203,17,0,0,1968,43,0,0,credit_card,0,0
USR_1303,199.0691345936507,20,1,0,3606,30,0,0,credit_card,0,0
USR_1304,176.44243448732047,16,5,0,2258,47,1,0,bank_transfer,0,0
USR_1305,320.8952358550053,16,0,0,304,26,0,0,bank_transfer,0,0
USR_1306,299.6204182440047,17,8,0,610,43,1,0,mobile_payment,0,0
USR_1307,153.82869754229532,22,7,0,1040,12,1,1,mobile_payment,0,0
USR_1308,83.18074065654197,11,1,0,887,33,0,0,mobile_payment,0,0
USR_1309,190.60257998068744,13,1,0,1494,31,1,0,bank_transfer,0,0
USR_1310,213.4468431795355,20,7,0,638,3,7,1,credit_card,0,1
USR_1311,318.05532337805636,15,7,0,1237,14,1,0,credit_card,0,0
USR_1312,458.11909418206324,20,0,0,2970,40,0,0,bank_transfer,0,0
USR_1313,27.730550791133318,17,4,0,520,33,0,0,mobile_payment,0,0
USR_1314,129.39389614550402,16,1,0,3066,20,0,0,mobile_payment,0,0
USR_1315,104.92081171698457,10,0,0,1540,23,0,0,mobile_payment,0,0
USR_1316,256.124260259954,17,2,0,3421,7,7,1,mobile_payment,0,1
USR_1317,220.5533954511483,10,2,0,1349,17,0,0,credit_card,0,0
USR_1318,367.2284356718923,15,9,0,1753,16,1,0,mobile_payment,0,0
USR_1319,128.78379714698326,19,8,0,499,44,1,0,bank_transfer,0,0
USR_1320,301.3041992173817,21,9,0,3280,41,1,0,mobile_payment,0,0
USR_1321,443.0900591639801,10,0,1,553,31,1,0,credit_card,0,0
USR_1322,456.2320925599693,16,1,0,550,31,1,0,mobile_payment,0,0
USR_1323,479.80445631526527,13,8,0,3261,35,0,0,mobile_payment,0,0
USR_1324,388.89796451919443,17,4,0,1988,45,1,0,credit_card,0,0
USR_1325,4753.34860891795,0,25,1,170,38,0,0,bank_transfer,1,0
USR_1326,124.92012727278437,20,5,1,3184,13,1,0,credit_card,0,0
USR_1327,106.81466273173373,20,9,0,1318,7,8,1,credit_card,0,1
USR_1328,13.179161052457964,17,9,0,2311,31,1,0,mobile_payment,0,0
USR_1329,356.3537351402582,14,2,0,1796,17,1,0,credit_card,0,0
USR_1330,469.35892202873475,17,7,0,762,30,0,0,mobile_payment,0,0
USR_1331,101.59831907042144,10,8,0,1062,24,1,0,credit_card,0,0
USR_1332,322.1023519591706,15,1,0,1259,13,1,0,credit_card,0,0
USR_1333,375.765282018671,12,8,0,1050,14,0,1,mobile_payment,0,0
USR_1334,3783.976868012708,4,18,0,167,45,0,1,credit_card,1,0
USR_1335,1241.0161812828728,5,37,1,67,11,0,1,credit_card,1,0
USR_1336,485.4439290468886,12,4,0,1113,17,1,0,mobile_payment,0,0
USR_1337,178.8898390961484,21,5,0,412,13,0,0,credit_card,0,0
USR_1338,181.46498154798974,21,3,0,2405,22,1,0,credit_card,0,0
USR_1339,276.0761299070293,19,4,0,253,23,1,0,mobile_payment,0,0
USR_1340,197.91592174679448,20,0,0,3539,18,0,0,credit_card,0,0
USR_1341,10.698606860890985,14,2,0,3116,37,0,0,bank_transfer,0,0
USR_1342,368.5682922926238,21,3,1,1549,47,1,0,credit_card,0,0
USR_1343,378.34135032445687,21,0,0,232,21,0,0,credit_card,0,0
USR_1344,376.0175562965175,10,2,0,1635,3,7,0,credit_card,0,1
USR_1345,179.06012663912864,8,3,0,2692,22,1,0,mobile_payment,0,0
USR_1346,265.92184192247424,18,8,0,2996,30,1,0,mobile_payment,0,0
USR_1347,186.38702390656803,13,2,0,2074,47,1,1,bank_transfer,0,0
USR_1348,17.857836015016428,22,2,0,297,2,7,1,mobile_payment,0,1
USR_1349,1297.900640851902,2,35,1,126,34,0,0,bank_transfer,1,0
USR_1350,70.6427263811654,11,8,1,1980,31,0,0,credit_card,0,0
USR_1351,49.2202488048059,7,8,0,2847,17,1,1,credit_card,0,0
USR_1352,380.1945436614257,19,0,0,3028,46,1,0,credit_card,0,0
USR_1353,14.658039184871756,9,7,0,461,49,1,0,credit_card,0,0
USR_1354,479.9141373682758,8,9,0,3549,31,1,0,bank_transfer,0,0
USR_1355,262.47512841516266,14,0,0,893,2,6,0,bank_transfer,0,1
USR_1356,491.67805104601274,17,1,1,3549,9,8,1,credit_card,0,1
USR_1357,38.41881051162713,14,9,0,2835,23,0,0,credit_card,0,0
USR_1358,295.9294789442975,18,4,0,3290,27,1,0,mobile_payment,0,0
USR_1359,181.17024762819648,19,5,0,1520,3,6,1,credit_card,0,1
USR_1360,423.30642147900005,15,1,0,3554,16,1,1,bank_transfer,0,0
USR_1361,186.99914026480027,8,9,0,1117,19,0,0,bank_transfer,0,0
USR_1362,137.63891373810105,12,4,0,995,39,0,0,mobile_payment,0,0
USR_1363,430.2010322789575,21,2,0,1955,43,1,0,credit_card,0,0
USR_1364,193.5800149100979,22,6,0,2407,12,1,0,mobile_payment,0,0
USR_1365,18.24832673167512,11,0,0,3412,49,1,0,bank_transfer,0,0
USR_1366,201.24165941127356,17,4,0,1358,21,1,0,mobile_payment,0,0
USR_1367,330.71591181536155,8,2,0,2142,45,0,0,mobile_payment,0,0
USR_1368,134.6361740151271,8,1,0,1360,40,0,0,bank_transfer,0,0
USR_1369,221.67392028832705,16,2,0,2118,32,0,0,credit_card,0,0
USR_1370,37.7904177582905,11,9,0,2611,8,4,1,mobile_payment,0,1
USR_1371,4698.331468551858,3,18,1,16,10,1,0,mobile_payment,1,0
USR_1372,380.5845126915929,18,1,1,2511,44,0,1,bank_transfer,0,0
USR_1373,212.52315508654402,10,1,0,2201,6,7,1,bank_transfer,0,1
USR_1374,215.91399007271542,8,2,0,1981,9,8,0,mobile_payment,0,1
USR_1375,53.25842430660905,22,1,0,2678,21,1,0,bank_transfer,0,0
USR_1376,108.95102361087146,8,5,0,2589,10,0,0,credit_card,0,0
USR_1377,85.7908985326772,20,1,0,656,20,0,1,mobile_payment,0,0
USR_1378,246.0270066441536,22,0,0,1347,1,6,1,credit_card,0,1
USR_1379,269.33521506586754,18,7,0,2327,2,3,1,bank_transfer,0,1
USR_1380,474.98066432928744,19,9,0,436,2,5,1,credit_card,0,1
USR_1381,45.88343709584461,21,3,0,1833,17,1,0,credit_card,0,0
USR_1382,303.9353068459731,16,1,0,3589,40,0,1,mobile_payment,0,0
USR_1383,3222.8216833134506,5,23,1,48,30,0,0,bank_transfer,1,0
USR_1384,262.95421798855625,10,1,1,1928,12,1,0,bank_transfer,0,0
USR_1385,437.848050817585,20,4,0,311,34,1,0,credit_card,0,0
USR_1386,110.71385064078838,21,6,1,2854,37,1,0,mobile_payment,0,0
USR_1387,29.978904427272013,19,5,0,2631,37,0,0,mobile_payment,0,0
USR_1388,339.41303874075436,19,1,0,498,11,0,1,credit_card,0,0
USR_1389,4954.514730079436,4,29,1,96,17,1,1,mobile_payment,1,0
USR_1390,18.619058944137052,6,7,0,982,10,1,1,mobile_payment,0,0
USR_1391,133.17326357230277,11,6,0,2343,30,0,0,bank_transfer,0,0
USR_1392,161.5701193662378,16,6,0,992,24,0,0,bank_transfer,0,0
USR_1393,312.2508046242786,16,3,0,3308,17,0,0,bank_transfer,0,0
USR_1394,94.56703908414333,21,0,0,3628,49,0,0,bank_transfer,0,0
USR_1395,212.39663049716503,8,6,0,843,9,4,1,mobile_payment,0,1
USR_1396,246.41296776473794,22,5,1,2503,48,0,0,credit_card,0,0
USR_1397,235.02632176840456,19,7,0,677,29,0,0,mobile_payment,0,0
USR_1398,487.23097566672305,7,4,0,2127,22,1,0,credit_card,0,0
USR_1399,32.297076517245095,14,7,0,2732,35,0,1,credit_card,0,0
USR_1400,475.97441136167566,13,9,0,3417,5,5,1,credit_card,0,1
USR_1401,295.1492348570763,16,7,1,331,16,1,0,mobile_payment,0,0
USR_1402,399.9065803352208,12,8,0,3463,9,8,1,credit_card,0,1
USR_1403,220.89238282787696,7,0,0,2507,40,0,1,bank_transfer,0,0
USR_1404,232.3805618159204,9,2,0,1529,8,8,1,mobile_payment,0,1
USR_1405,440.86998451775355,19,5,0,1305,20,0,0,credit_card,0,0
USR_1406,449.00790318303206,18,3,0,2610,3,4,0,credit_card,0,1
USR_1407,126.95755190133583,18,7,0,1577,34,0,1,credit_card,0,0
USR_1408,107.6285205064629,18,9,0,2992,42,0,0,bank_transfer,0,0
USR_1409,253.15523519627604,10,0,0,460,38,1,0,bank_transfer,0,0
USR_1410,451.1357432925689,17,4,0,2707,4,4,1,bank_transfer,0,1
USR_1411,167.9539957690264,11,3,0,644,42,0,0,bank_transfer,0,0
USR_1412,329.48716151617435,19,0,0,1656,15,0,0,bank_transfer,0,0
USR_1413,356.99432699289457,13,9,0,452,9,4,1,mobile_payment,0,1
USR_1414,391.55058579813635,13,5,0,2741,11,0,0,mobile_payment,0,0
USR_1415,286.32298438127197,12,9,0,3590,39,0,0,bank_transfer,0,0
USR_1416,207.2030373566951,22,2,0,700,37,0,1,credit_card,0,0
USR_1417,483.83783451149674,16,4,0,1906,41,0,0,mobile_payment,0,0
USR_1418,309.5520691183978,15,5,0,1326,1,6,1,bank_transfer,0,1
USR_1419,366.9969537003027,18,3,0,283,48,1,0,bank_transfer,0,0
USR_1420,179.04159439098038,15,9,0,1286,31,0,0,bank_transfer,0,0
USR_1421,338.27509869150924,19,9,0,1312,9,9,1,credit_card,0,1
USR_1422,136.32085446042169,14,5,0,3371,47,0,0,mobile_payment,0,0
USR_1423,130.09748958903174,12,6,0,1655,46,1,0,mobile_payment,0,0
USR_1424,360.21387888661894,12,1,0,1081,45,1,0,bank_transfer,0,0
USR_1425,4240.958320783624,3,38,1,1,47,1,0,mobile_payment,1,0
USR_1426,2142.7056206425104,3,40,0,3,16,0,1,credit_card,1,0
USR_1427,142.02486046656492,21,1,0,1096,7,4,1,credit_card,0,1
USR_1428,3531.7024147438196,0,34,1,140,39,1,0,mobile_payment,1,0
USR_1429,227.52748835452516,20,2,0,2723,23,1,0,credit_card,0,0
USR_1430,302.5105405543087,11,0,0,396,43,0,0,bank_transfer,0,0
USR_1431,152.53106879966748,14,0,0,1843,36,1,0,bank_transfer,0,0
USR_1432,360.5709721880707,20,9,0,2513,8,6,1,bank_transfer,0,1
USR_1433,404.9053894181381,12,5,0,3212,9,7,1,credit_card,0,1
USR_1434,137.3590721902846,13,8,0,3622,14,0,0,bank_transfer,0,0
USR_1435,157.3040743292646,21,8,0,840,39,0,0,mobile_payment,0,0
USR_1436,333.96559216235556,20,0,0,2225,16,0,0,credit_card,0,0
USR_1437,350.8367354087366,8,6,1,849,27,0,0,mobile_payment,0,0
USR_1438,355.0088453547505,6,5,0,2207,47,1,0,bank_transfer,0,0
USR_1439,344.52226734016006,18,3,0,3425,19,1,1,credit_card,0,0
USR_1440,202.475781306744,17,2,0,2159,43,1,0,credit_card,0,0
USR_1441,1833.1508899255284,1,10,1,102,42,0,0,mobile_payment,1,0
USR_1442,134.8606355857469,7,9,0,2033,41,1,0,mobile_payment,0,0
USR_1443,86.84851294921786,14,4,0,2912,40,1,0,mobile_payment,0,0
USR_1444,349.36291590448377,13,7,0,2032,37,0,0,mobile_payment,0,0
USR_1445,55.66250512643329,10,3,0,2286,13,1,0,credit_card,0,0
USR_1446,469.51822052552296,18,3,0,2646,24,1,0,bank_transfer,0,0
USR_1447,415.07628879901114,7,5,1,1825,7,5,1,mobile_payment,0,1
USR_1448,430.1778125790555,15,5,0,1609,32,0,1,credit_card,0,0
USR_1449,454.2677191614432,11,2,0,3621,32,1,0,mobile_payment,0,0
USR_1450,210.21643565438765,12,1,0,1099,44,0,0,bank_transfer,0,0
USR_1451,424.8833544416965,8,8,0,3466,7,5,0,bank_transfer,0,1
USR_1452,87.45003714290817,19,1,1,1510,8,9,1,mobile_payment,0,1
USR_1453,20.604479358035483,21,8,0,2292,43,0,0,mobile_payment,0,0
USR_1454,394.5967833852866,11,7,0,1602,22,0,0,credit_card,0,0
USR_1455,46.65035751850026,13,9,0,591,6,7,1,credit_card,0,1
USR_1456,494.3770869897016,6,6,0,3503,19,1,0,credit_card,0,0
USR_1457,340.6502505047624,20,4,0,477,48,1,0,mobile_payment,0,0
USR_1458,379.1903580186317,22,2,0,1351,35,0,1,mobile_payment,0,0
USR_1459,130.4438895761543,8,1,0,2224,13,0,0,mobile_payment,0,0
USR_1460,340.1940430206472,11,7,0,3479,27,1,0,bank_transfer,0,0
USR_1461,31.177769254929032,22,1,0,3038,44,1,1,bank_transfer,0,0
USR_1462,420.5346027625644,18,7,0,2947,26,1,0,mobile_payment,0,0
USR_1463,93.1158055854705,22,4,0,1400,2,8,1,credit_card,0,1
USR_1464,351.70545274854754,21,8,0,2470,17,1,1,credit_card,0,0
USR_1465,3524.379757727284,5,20,0,35,4,4,1,mobile_payment,1,1
USR_1466,43.54205301876094,6,7,1,2398,31,0,0,credit_card,0,0
USR_1467,1100.2965582987024,4,26,0,168,45,0,0,mobile_payment,1,0
USR_1468,92.95024303366684,11,7,0,1666,39,1,0,bank_transfer,0,0
USR_1469,367.4275542800094,13,4,0,437,5,3,0,credit_card,0,1
USR_1470,126.40726325790757,6,1,0,2699,13,1,0,bank_transfer,0,0
USR_1471,177.81155255555612,7,6,0,330,22,1,0,bank_transfer,0,0
USR_1472,288.0452331195917,20,2,1,1087,2,9,1,mobile_payment,0,1
USR_1473,149.63445601288268,10,9,0,1633,27,0,0,bank_transfer,0,0
USR_1474,195.2141769428812,20,9,0,1585,6,7,1,credit_card,0,1
USR_1475,409.6546678097895,15,9,0,1620,29,0,0,mobile_payment,0,0
USR_1476,97.8128262849026,10,9,0,3551,4,6,1,mobile_payment,0,1
USR_1477,50.2787788461475,8,1,0,2464,41,1,0,credit_card,0,0
USR_1478,170.89531471517944,11,2,0,1356,41,0,0,bank_transfer,0,0
USR_1479,217.9446158368003,20,3,0,3542,11,0,0,mobile_payment,0,0
USR_1480,275.90304824691816,19,9,0,2646,11,1,0,mobile_payment,0,0
USR_1481,192.48761112575346,15,6,0,2804,41,1,0,mobile_payment,0,0
USR_1482,397.0567331091745,9,9,0,1655,31,0,0,credit_card,0,0
USR_1483,29.266548957551898,16,0,0,2989,35,0,0,credit_card,0,0
USR_1484,221.5660937172934,12,5,1,3441,19,1,0,mobile_payment,0,0
USR_1485,197.30539818163828,20,5,0,2386,48,1,0,mobile_payment,0,0
USR_1486,327.3134604953609,14,7,0,2110,14,0,0,credit_card,0,0
USR_1487,483.47536342972404,20,1,0,2259,6,9,1,bank_transfer,0,1
USR_1488,260.08394924814246,17,1,0,2549,41,0,0,mobile_payment,0,0
USR_1489,493.56965500144304,11,0,0,2287,49,1,0,credit_card,0,0
USR_1490,158.10220350746675,11,2,0,3249,27,1,0,bank_transfer,0,0
USR_1491,25.125384945805898,20,6,0,3430,19,0,0,bank_transfer,0,0
USR_1492,91.17495206344225,10,7,0,1951,32,0,0,credit_card,0,0
USR_1493,203.611193539538,9,6,0,2432,10,1,0,mobile_payment,0,0
USR_1494,165.00361550239057,22,8,0,2342,46,0,1,credit_card,0,0
USR_1495,57.55652418185506,15,7,1,2993,5,5,1,credit_card,0,1
USR_1496,222.00345276845124,17,7,0,1271,39,0,0,bank_transfer,0,0
USR_1497,175.67672811318576,10,1,0,1426,28,0,0,mobile_payment,0,0
USR_1498,70.08341802414483,12,0,1,2649,47,0,0,bank_transfer,0,0
USR_1499,155.09739399983536,17,5,1,1590,26,1,0,credit_card,0,0
USR_1500,444.35366712414134,7,6,0,1182,37,0,0,credit_card,0,0
USR_1501,158.0039440897767,22,5,0,1513,31,0,0,mobile_payment,0,0
USR_1502,359.8381573886053,18,6,0,1023,47,0,0,credit_card,0,0
USR_1503,309.90306903230027,10,7,0,2911,41,0,0,credit_card,0,0
USR_1504,219.31876958010218,10,1,0,2437,34,0,0,bank_transfer,0,0
USR_1505,127.12256203379789,17,0,0,1842,18,0,0,mobile_payment,0,0
USR_1506,190.81720267951326,17,9,0,849,9,5,0,credit_card,0,1
USR_1507,300.13253460081097,12,7,0,1057,46,1,0,mobile_payment,0,0
USR_1508,181.8690752271839,11,7,0,779,4,5,0,mobile_payment,0,1
USR_1509,115.29925245137359,15,7,0,2184,3,5,1,bank_transfer,0,1
USR_1510,67.06674695689973,21,9,0,2596,24,0,0,bank_transfer,0,0
USR_1511,441.08579957568696,7,6,0,1769,38,0,0,credit_card,0,0
USR_1512,225.75335811843377,9,1,0,3030,30,0,0,credit_card,0,0
USR_1513,4346.690238464846,4,17,1,4,1,8,1,mobile_payment,1,1
USR_1514,250.30107695703458,10,8,0,1531,35,0,0,bank_transfer,0,0
USR_1515,437.55759399540204,6,7,0,1291,40,0,0,credit_card,0,0
USR_1516,277.9980776996233,16,3,0,2334,44,0,0,mobile_payment,0,0
USR_1517,245.58289479506553,8,7,0,416,9,8,1,mobile_payment,0,1
USR_1518,463.0544853066392,6,9,0,1515,16,1,0,bank_transfer,0,0
USR_1519,362.64790206222375,9,5,0,383,7,6,0,credit_card,0,1
USR_1520,64.65945459996009,14,8,0,760,13,1,0,credit_card,0,0
USR_1521,97.07518598643888,21,0,0,2819,11,1,0,credit_card,0,0
USR_1522,395.69020284032655,12,5,0,2163,44,1,0,bank_transfer,0,0
USR_1523,419.5671473781776,10,3,0,1043,42,1,0,mobile_payment,0,0
USR_1524,277.14350625424527,18,2,0,1872,46,1,0,credit_card,0,0
USR_1525,281.6830616546532,16,4,0,3220,22,1,0,bank_transfer,0,0
USR_1526,319.6471517972078,19,9,0,1052,6,5,1,credit_card,0,1
USR_1527,225.16672939849335,22,7,0,3201,48,1,0,credit_card,0,0
USR_1528,343.29757050711294,17,9,0,3054,5,8,0,bank_transfer,0,1
USR_1529,63.15581620754369,10,5,0,716,12,0,0,credit_card,0,0
USR_1530,481.0268287600193,13,0,0,1147,2,6,1,credit_card,0,1
USR_1531,377.57586365951164,7,5,0,2254,34,0,0,mobile_payment,0,0
USR_1532,319.2753599644134,22,6,0,3606,7,5,0,bank_transfer,0,1
USR_1533,164.99780793464552,7,5,0,713,9,3,1,credit_card,0,1
USR_1534,88.86818885379729,8,2,0,1146,38,0,0,mobile_payment,0,0
USR_1535,210.57805227618286,20,8,0,919,14,0,0,credit_card,0,0
USR_1536,334.17260288128864,10,9,0,2018,16,0,0,credit_card,0,0
USR_1537,320.51777427732435,22,9,1,3455,28,0,0,mobile_payment,0,0
USR_1538,197.49416598213003,19,3,0,2093,7,7,0,credit_card,0,1
USR_1539,310.5103329782336,6,4,0,490,30,0,0,mobile_payment,0,0
USR_1540,408.7366648280983,19,4,0,2492,30,0,1,mobile_payment,0,0
USR_1541,22.879538445427464,14,2,0,3305,26,0,0,mobile_payment,0,0
USR_1542,230.80431348583508,10,1,0,3109,5,4,1,credit_card,0,1
USR_1543,381.6920619487276,9,7,0,2035,2,9,1,bank_transfer,0,1
USR_1544,277.61079052705486,6,6,0,553,40,0,0,bank_transfer,0,0
USR_1545,2527.8054129867605,0,31,0,23,24,1,0,credit_card,1,0
USR_1546,263.1714323766176,16,0,0,399,49,1,0,mobile_payment,0,0
USR_1547,496.01852689433235,21,9,0,1680,49,1,0,bank_transfer,0,0
USR_1548,36.76455287962873,16,0,0,699,10,1,1,mobile_payment,0,0
USR_1549,250.61196266846488,15,7,0,542,29,0,0,bank_transfer,0,0
USR_1550,54.79410906611367,17,3,0,3150,43,0,0,credit_card,0,0
USR_1551,1311.3055877703828,0,37,0,175,10,0,0,bank_transfer,1,0
USR_1552,197.6887917049483,15,8,0,803,41,0,0,credit_card,0,0
USR_1553,86.21464483523879,18,1,1,2192,31,1,0,mobile_payment,0,0
USR_1554,482.206711318759,12,4,0,3504,38,0,0,mobile_payment,0,0
USR_1555,473.92699059532794,21,5,0,2132,20,0,0,credit_card,0,0
USR_1556,174.69372664809586,11,5,0,1939,42,1,0,bank_transfer,0,0
USR_1557,323.476378898463,15,9,0,392,47,1,0,mobile_payment,0,0
USR_1558,271.5391270909552,15,2,0,1853,10,1,0,credit_card,0,0
USR_1559,409.6376204527266,16,9,0,1053,47,0,0,credit_card,0,0
USR_1560,317.4483488103017,15,5,0,1347,1,6,1,bank_transfer,0,1
USR_1561,10.12370270037543,19,9,0,2238,22,0,0,bank_transfer,0,0
USR_1562,383.955448948772,20,9,0,710,33,1,0,credit_card,0,0
USR_1563,375.9555794350979,12,4,0,627,45,1,0,bank_transfer,0,0
USR_1564,259.7641257275757,18,7,0,231,29,1,0,credit_card,0,0
USR_1565,452.43029688419637,16,3,0,1408,10,0,0,mobile_payment,0,0
USR_1566,455.13864078829675,12,9,0,2882,44,1,0,credit_card,0,0
USR_1567,266.71672158515463,16,9,0,1757,29,1,0,bank_transfer,0,0
USR_1568,307.91423328630344,19,2,0,1559,49,0,0,bank_transfer,0,0
USR_1569,498.29581524308946,22,5,0,1811,10,0,0,bank_transfer,0,0
USR_1570,156.4219150575946,21,9,0,2566,15,1,0,bank_transfer,0,0
USR_1571,169.06244873262392,6,8,0,1026,35,0,0,credit_card,0,0
USR_1572,99.55921230511322,14,7,0,1075,38,0,0,credit_card,0,0
USR_1573,448.9748001873553,14,9,0,1801,24,0,0,credit_card,0,0
USR_1574,374.79931107514045,15,7,0,2020,5,4,0,credit_card,0,1
USR_1575,61.76499594641852,20,2,0,1536,28,1,0,bank_transfer,0,0
USR_1576,491.0660020870032,21,0,0,1799,18,0,0,mobile_payment,0,0
USR_1577,368.1712369989469,16,2,0,2050,4,4,1,mobile_payment,0,1
USR_1578,426.7558337064375,22,2,0,2426,41,1,0,bank_transfer,0,0
USR_1579,33.59388669486845,18,5,0,1642,37,1,1,mobile_payment,0,0
USR_1580,257.4308502816622,11,2,0,2377,24,1,0,credit_card,0,0
USR_1581,352.3131604962492,20,1,1,2142,1,8,1,mobile_payment,0,1
USR_1582,276.0438264402022,21,8,0,2277,9,3,1,credit_card,0,1
USR_1583,336.65725819264594,9,5,0,1543,36,0,0,credit_card,0,0
USR_1584,410.7582911593315,13,4,0,815,28,1,1,credit_card,0,0
USR_1585,3377.9922186979,3,28,0,60,16,0,0,bank_transfer,1,0
USR_1586,425.8476510531678,22,6,0,3397,34,0,0,credit_card,0,0
USR_1587,89.82889133499245,21,6,0,957,39,0,0,bank_transfer,0,0
USR_1588,142.73416696292364,7,3,0,229,22,1,0,bank_transfer,0,0
USR_1589,31.23935376438963,22,9,0,2788,11,1,0,mobile_payment,0,0
USR_1590,188.56913755427306,9,1,0,1116,27,1,0,mobile_payment,0,0
USR_1591,196.15567696381896,19,1,0,2626,49,0,0,mobile_payment,0,0
USR_1592,4548.918269157159,0,32,0,166,17,1,0,bank_transfer,1,0
USR_1593,330.0340284419314,10,3,0,202,29,0,0,bank_transfer,0,0
USR_1594,223.99405349627665,10,6,0,1279,7,5,1,credit_card,0,1
USR_1595,329.5358495256366,10,2,0,2852,22,0,1,bank_transfer,0,0
USR_1596,35.86384175268867,10,8,0,462,30,1,1,credit_card,0,0
USR_1597,98.33305264900429,8,9,0,1209,37,0,0,mobile_payment,0,0
USR_1598,317.20444906845995,11,8,0,459,16,1,0,bank_transfer,0,0
USR_1599,324.2697414203981,6,6,0,2825,6,3,1,credit_card,0,1
USR_1600,389.3259827666393,13,6,0,572,32,0,0,credit_card,0,0
USR_1601,207.46988193626507,18,0,0,2173,22,1,0,bank_transfer,0,0
USR_1602,364.05150734191653,11,9,0,1273,45,0,0,mobile_payment,0,0
USR_1603,345.15036295449283,21,7,0,1677,11,0,0,credit_card,0,0
USR_1604,482.062755401226,13,1,0,2208,5,8,0,bank_transfer,0,1
USR_1605,115.41381094809279,22,7,0,3585,14,0,0,bank_transfer,0,0
USR_1606,280.32298623879336,13,1,0,663,11,1,0,credit_card,0,0
USR_1607,304.86457663412995,20,0,0,3037,43,1,0,credit_card,0,0
USR_1608,499.33746361776815,15,7,0,1007,11,0,0,credit_card,0,0
USR_1609,108.58022966165933,6,3,0,2403,1,4,1,bank_transfer,0,1
USR_1610,266.37682978397316,14,9,0,410,17,1,0,bank_transfer,0,0
USR_1611,179.63080077968306,22,5,0,266,6,9,1,bank_transfer,0,1
USR_1612,267.6875546037099,6,9,0,568,46,0,1,mobile_payment,0,0
USR_1613,123.7430150305219,14,9,0,1823,25,1,0,mobile_payment,0,0
USR_1614,33.33006542946917,19,0,0,898,31,1,0,bank_transfer,0,0
USR_1615,290.55707240986754,10,8,0,1937,17,1,0,credit_card,0,0
USR_1616,174.56861477180775,11,6,0,916,35,0,0,bank_transfer,0,0
USR_1617,1946.1648008339166,2,32,1,71,49,0,0,bank_transfer,1,0
USR_1618,168.72842737823655,9,5,0,2649,32,1,1,mobile_payment,0,0
USR_1619,34.14729870939501,21,2,0,2886,25,1,0,bank_transfer,0,0
USR_1620,475.7166947041506,21,8,1,2680,30,0,0,credit_card,0,0
USR_1621,294.76247833689763,15,1,0,2428,49,0,0,mobile_payment,0,0
USR_1622,409.23665386004217,19,9,0,762,38,1,0,bank_transfer,0,0
USR_1623,217.3279167983879,18,0,0,203,29,0,0,mobile_payment,0,0
USR_1624,724.6511854852059,1,32,0,135,21,1,0,credit_card,1,0
USR_1625,246.82592856060413,19,9,1,2729,6,8,0,credit_card,0,1
USR_1626,291.233207878328,14,1,0,2563,35,0,0,bank_transfer,0,0
USR_1627,250.97905023070186,8,5,0,1672,1,6,1,bank_transfer,0,1
USR_1628,369.3063649751493,15,5,0,3400,27,0,0,mobile_payment,0,0
USR_1629,287.6614780250106,20,8,0,1186,10,0,0,credit_card,0,0
USR_1630,143.0834725543949,7,9,0,2114,28,0,0,bank_transfer,0,0
USR_1631,81.31437034809669,7,3,0,1779,22,0,1,credit_card,0,0
USR_1632,307.00095055265905,14,7,0,320,42,0,0,bank_transfer,0,0
USR_1633,249.69818115804776,9,3,0,2215,39,0,0,bank_transfer,0,0
USR_1634,57.028091381095344,10,2,0,2981,31,0,0,credit_card,0,0
USR_1635,203.8525582387015,7,3,0,3498,36,0,0,bank_transfer,0,0
USR_1636,262.24044678022227,12,0,0,1274,22,1,0,bank_transfer,0,0
USR_1637,415.1776845745391,11,8,0,571,9,7,0,bank_transfer,0,1
